3.000000,0.081791,0.083319,0.082745,0.083098,0.083133,0.082060,0.081562,0.082134,0.082184,0.081834
2.800000,0.081321,0.080591,0.081300,0.080485,0.080884,0.081095,0.080629,0.081148,0.081888,0.082534
2.600000,0.079953,0.079324,0.080153,0.080174,0.079329,0.079204,0.079959,0.079671,0.079086,0.079197
2.400000,0.078881,0.078309,0.078135,0.077949,0.077705,0.077773,0.078266,0.077304,0.077362,0.077699
2.200000,0.075160,0.076066,0.075310,0.076456,0.076256,0.076264,0.075194,0.076123,0.075776,0.076011
2.000000,0.074313,0.074295,0.073953,0.073528,0.073236,0.074162,0.073919,0.073976,0.073089,0.074209
1.800000,0.071822,0.071680,0.071190,0.072383,0.071291,0.071362,0.072009,0.071109,0.071816,0.072346
1.600000,0.070962,0.070336,0.069268,0.069140,0.071103,0.069190,0.070187,0.069643,0.069464,0.069566
1.400000,0.069261,0.068583,0.068744,0.067932,0.068455,0.069107,0.067175,0.067038,0.070183,0.067633
1.200000,0.069234,0.070167,0.068690,0.068321,0.068744,0.069273,0.068102,0.070418,0.070007,0.066141
1.000000,0.075467,0.075856,0.076919,0.073394,0.075690,0.073267,0.075154,0.077173,0.075067,0.073140
0.800000,0.088582,0.088425,0.090948,0.084471,0.085807,0.086938,0.087035,0.091408,0.086682,0.080923
0.600000,0.092941,0.097699,0.098787,0.095031,0.098387,0.096104,0.096951,0.086861,0.096179,0.084995
0.400000,0.098071,0.099286,0.095858,0.097723,0.095202,0.095685,0.099272,0.097455,0.096842,0.097827
0.200000,0.094430,0.097710,0.097047,0.094874,0.095930,0.096862,0.096937,0.097394,0.095635,0.094280
