3.070000,0.039612,0.039424,0.039716,0.039577,0.039756,0.039828,0.039519,0.039735,0.039748,0.040275
2.870000,0.039466,0.039004,0.039052,0.039007,0.038892,0.039082,0.039296,0.038728,0.038980,0.038747
2.670000,0.039097,0.038162,0.038607,0.038739,0.038387,0.038439,0.038384,0.038079,0.038594,0.038601
2.470000,0.038310,0.038166,0.038186,0.038128,0.038207,0.038070,0.038006,0.037938,0.037962,0.037938
2.270000,0.037084,0.037432,0.037082,0.037786,0.037371,0.037764,0.037930,0.037514,0.037605,0.037668
2.070000,0.036636,0.036997,0.036657,0.036611,0.037349,0.036904,0.036819,0.036612,0.037105,0.037045
1.870000,0.036259,0.036706,0.035965,0.036140,0.036169,0.035963,0.036234,0.035830,0.036402,0.036582
1.670000,0.035974,0.035882,0.036947,0.036360,0.035572,0.035044,0.036069,0.035665,0.036457,0.034855
1.470000,0.034203,0.034993,0.035118,0.035408,0.035485,0.035086,0.034480,0.036273,0.035251,0.035174
1.270000,0.033899,0.034891,0.034706,0.036544,0.034345,0.034897,0.036110,0.035406,0.034513,0.034789
1.069999,0.033097,0.034363,0.034595,0.035183,0.034776,0.034962,0.037828,0.035371,0.035243,0.037841
0.869999,0.036013,0.030822,0.029934,0.027705,0.031684,0.040860,0.036085,0.036498,0.034516,0.034004
0.669999,0.032622,0.037873,0.029734,0.030987,0.025957,0.028141,0.035082,0.028765,0.031630,0.032416
0.469999,0.056025,0.037620,0.027533,0.037696,0.033984,0.027992,0.027600,0.026964,0.028741,0.028237
0.270000,0.026260,0.026883,0.026295,0.027006,0.024936,0.017573,0.017487,0.017685,0.017439,0.017396
0.070000,0.017735,0.017504,0.017626,0.017784,0.017669,0.017573,0.017603,0.019605,0.026084,0.025776
