3.000000,0.001141,0.000787,0.000134,0.000969,0.001022,0.000759,-0.000283,0.000402,-0.000249,0.000309
2.800000,-0.000108,-0.001405,-0.000047,0.000606,0.001192,-0.001342,-0.000064,-0.000562,-0.001226,0.000662
2.600000,0.000325,-0.000678,-0.001386,0.000169,0.000263,-0.000271,-0.001419,-0.000236,0.000097,0.000131
2.400000,0.000502,0.000305,0.000143,-0.000286,-0.001210,-0.000009,-0.001054,-0.000405,0.000100,0.000207
2.200000,-0.000629,-0.000788,0.000181,0.000131,-0.000379,0.000708,0.001213,0.001489,0.000617,-0.000316
2.000000,0.000936,-0.001009,-0.000908,0.000819,-0.000633,0.000221,0.001757,-0.000967,0.000055,0.000328
1.800000,0.001255,0.000229,-0.001350,0.000966,0.001174,0.000148,0.000668,0.000437,-0.000909,0.000626
1.600000,-0.000589,0.001173,0.000710,0.000350,0.001511,0.000209,0.000485,-0.000211,-0.001557,-0.000841
1.400000,-0.000570,0.001309,0.000911,-0.000008,-0.000085,0.000141,-0.001142,0.000019,0.000004,-0.000126
1.200000,0.000431,-0.000741,0.000352,-0.000255,0.000090,-0.000311,-0.001370,-0.000309,-0.000908,0.000756
1.000000,0.000875,0.000327,0.000301,-0.001232,0.000258,0.000141,0.000472,0.000159,-0.000496,0.002182
0.800000,-0.000038,0.001451,-0.001217,-0.001029,0.000133,-0.000812,-0.001344,0.000222,-0.000938,-0.000204
0.600000,-0.000359,0.000714,0.000592,0.000060,-0.000157,-0.000285,0.000158,-0.000241,0.000609,-0.001182
0.400000,0.000335,-0.000759,-0.001203,-0.000140,0.001419,0.001473,-0.000527,0.001280,-0.000655,0.000757
0.200000,0.000440,-0.000238,-0.001273,0.000089,-0.000059,-0.000705,0.000257,-0.000107,-0.000404,-0.000328
