3.000000,0.053321,-0.024116,0.002145,0.036566,-0.014925,0.048450,-0.022558,0.002909,-0.005461,0.017424
2.970001,0.016160,-0.050308,-0.027826,-0.015843,-0.022379,-0.002047,0.025645,0.021932,-0.017449,0.038865
2.940002,-0.040291,0.025764,0.010195,0.028454,-0.019706,0.032261,0.015587,0.013362,-0.020413,0.028785
2.910003,-0.006179,-0.041358,0.021846,0.044119,0.049041,0.068602,-0.016453,0.027655,-0.002479,0.010836
2.880004,0.054707,-0.017025,0.017870,-0.000052,0.066612,-0.060748,-0.027736,0.029016,0.045383,-0.002404
2.850005,0.071316,0.041365,0.019600,0.028990,0.051137,-0.052739,-0.026087,0.062612,0.032857,0.009378
2.820006,0.013536,0.007949,-0.001140,-0.019660,0.028830,-0.031118,0.038878,-0.037652,-0.016411,0.002568
2.790007,-0.006086,0.041852,0.035764,0.015998,-0.039225,-0.031728,0.064599,-0.024010,-0.016872,-0.019361
2.760008,-0.071176,-0.004869,-0.003245,0.071278,0.049853,-0.010934,0.013182,-0.010533,0.074673,0.020136
2.730009,-0.049509,-0.050887,-0.038397,0.008291,-0.046053,-0.079068,0.019000,0.092108,0.025477,0.002992
2.700010,-0.019051,-0.045116,0.002022,0.005454,0.028110,-0.052928,0.018787,0.049371,0.000076,-0.107948
2.670011,0.005058,0.023931,0.001540,0.121853,0.016621,0.023291,-0.012665,-0.062025,0.030470,0.100534
2.640012,-0.001779,-0.020321,-0.070198,0.008755,-0.021269,0.013893,0.008060,-0.037878,-0.108290,-0.069459
2.610013,0.021266,0.149181,0.107021,-0.106578,-0.182282,0.008034,-0.075709,-0.182622,0.026406,-0.075768
2.580014,-0.038785,-0.003603,-0.138317,-0.030219,0.173540,-0.049909,-0.037545,-0.148231,-0.045932,-0.078094
2.550015,0.181386,-0.162612,-0.160965,-0.176061,-0.144960,-0.118234,-0.081225,0.116646,0.096068,-0.069606
2.520016,0.136681,-0.086211,-0.161691,0.058887,0.021034,0.114735,0.271274,-0.374204,-0.028569,-0.133326
2.490017,0.214870,-0.247119,0.057648,-0.280801,-0.174803,-0.061522,0.156970,0.017293,0.113144,-0.101576
2.460018,0.258430,0.041965,-0.010578,0.014398,-0.235395,-0.057658,0.097687,-0.314895,-0.026769,0.064243
2.430019,0.298356,-0.170141,-0.203761,0.001440,-0.210551,0.258764,-0.125014,-0.357661,-0.130613,0.099181
2.400020,-0.382707,0.197995,0.075299,0.102946,-0.277056,-0.196358,-0.476306,-0.416867,0.155858,-0.061098
2.370021,-0.399428,-0.425973,0.343039,0.459143,0.466973,0.404225,-0.138318,-0.032008,-0.149125,-0.252623
2.340022,-0.655258,-0.631630,-0.688246,-0.468634,0.223487,0.729610,0.682094,0.633698,-0.015483,0.551829
2.310023,0.686327,0.518887,0.596935,0.537440,0.688134,0.720334,0.700928,0.639249,0.289942,-0.358762
2.280024,-0.657223,-0.440775,-0.662741,-0.768578,-0.682781,-0.579758,-0.701210,-0.567193,-0.690794,-0.610438
2.250025,-0.748227,-0.793786,-0.738643,-0.685547,-0.682096,-0.709559,-0.733646,-0.786172,-0.682616,-0.692397
2.220026,-0.644297,-0.591769,-0.652059,-0.785781,-0.814401,-0.441300,-0.785883,-0.798046,-0.807939,-0.749598
2.190027,-0.813221,-0.781885,-0.806864,-0.776258,-0.767585,-0.829215,-0.806479,-0.811559,-0.794784,-0.777741
2.160028,-0.600169,-0.846908,-0.830601,-0.847327,-0.807676,-0.811918,-0.839189,-0.825002,-0.826382,-0.823969
2.130028,-0.867541,-0.836452,-0.851717,-0.844228,-0.847423,-0.844745,-0.821191,-0.871562,-0.847715,-0.854634
2.100029,-0.871935,-0.873424,-0.879611,-0.871487,-0.867091,-0.881843,-0.873701,-0.877490,-0.876591,-0.883505
2.070030,-0.862845,-0.867668,-0.887583,-0.882355,-0.881860,-0.905682,-0.886786,-0.898657,-0.870636,-0.887102
2.040031,-0.893140,-0.883759,-0.885682,-0.886496,-0.897896,-0.904623,-0.900001,-0.892745,-0.885530,-0.890462
2.010032,-0.906934,-0.903177,-0.898537,-0.904856,-0.901700,-0.911049,-0.908439,-0.914214,-0.916161,-0.909184
1.980033,-0.920525,-0.921842,-0.916292,-0.915826,-0.912333,-0.915465,-0.917669,-0.926029,-0.920047,-0.917522
1.950034,-0.929251,-0.921310,-0.922655,-0.916071,-0.929899,-0.931223,-0.923143,-0.928894,-0.921644,-0.927239
1.920035,-0.926566,-0.934322,-0.935661,-0.929625,-0.931954,-0.930403,-0.927815,-0.929861,-0.935041,-0.935491
1.890036,-0.936945,-0.940760,-0.945927,-0.941093,-0.942826,-0.936256,-0.939155,-0.942066,-0.942074,-0.942416
1.860037,-0.940987,-0.942752,-0.948042,-0.944103,-0.949687,-0.943680,-0.945527,-0.947710,-0.946185,-0.946741
1.830038,-0.951836,-0.951200,-0.952393,-0.953887,-0.952799,-0.952565,-0.947460,-0.948164,-0.951490,-0.952207
1.800039,-0.957210,-0.956699,-0.953648,-0.957871,-0.958476,-0.957117,-0.956050,-0.954869,-0.954909,-0.957567
1.770040,-0.962265,-0.958296,-0.957296,-0.956932,-0.958710,-0.961368,-0.963278,-0.962775,-0.962792,-0.963651
1.740041,-0.965969,-0.966426,-0.967479,-0.966822,-0.962790,-0.965046,-0.965822,-0.965686,-0.964352,-0.964726
1.710042,-0.968632,-0.968168,-0.969160,-0.969233,-0.966948,-0.968669,-0.969522,-0.965452,-0.968530,-0.968710
1.680043,-0.972416,-0.972073,-0.971540,-0.971991,-0.971400,-0.969561,-0.972578,-0.973495,-0.971797,-0.972091
1.650044,-0.975745,-0.977051,-0.973234,-0.974918,-0.974394,-0.976171,-0.975469,-0.974090,-0.974649,-0.977512
1.620045,-0.977673,-0.974716,-0.976342,-0.976096,-0.977775,-0.977538,-0.975630,-0.977441,-0.976397,-0.978071
1.590046,-0.981451,-0.980063,-0.980140,-0.980208,-0.981200,-0.980042,-0.981613,-0.976915,-0.979557,-0.980813
1.560047,-0.981390,-0.982155,-0.983799,-0.982753,-0.982588,-0.982123,-0.985632,-0.980146,-0.982866,-0.982659
1.530048,-0.985825,-0.985055,-0.987987,-0.986016,-0.985618,-0.987307,-0.985530,-0.986579,-0.984654,-0.981926
1.500049,-0.989185,-0.989256,-0.988478,-0.988185,-0.989024,-0.988684,-0.988369,-0.987779,-0.988686,-0.988781
1.470050,-0.989902,-0.990779,-0.991495,-0.989373,-0.990601,-0.990747,-0.990368,-0.990939,-0.990573,-0.990896
1.440051,-0.990857,-0.992232,-0.991834,-0.991278,-0.991376,-0.993277,-0.991621,-0.991674,-0.991638,-0.992591
1.410052,-0.994302,-0.993938,-0.993983,-0.993556,-0.993157,-0.994797,-0.994505,-0.993202,-0.995208,-0.994577
